Id,SalePrice
1461,113718.81771520614
1462,156226.65510394686
1463,163156.70377461068
1464,195208.70327590432
1465,184431.61187846932
1466,169753.77504526745
1467,186507.1525156808
1468,166406.56179160942
1469,190076.54475988168
1470,116595.59912247284
1471,189942.9658775863
1472,106903.95347218943
1473,98455.08810669825
1474,150024.66631444177
1475,119609.5439079905
1476,341254.70739921014
1477,235925.79742014848
1478,290584.910447596
1479,277623.88471300283
1480,457177.77745358384
1481,300679.0930609583
1482,203000.0919623943
1483,172829.82210699527
1484,167296.0509364403
1485,199929.59307036703
1486,200789.20047232238
1487,304270.9093773522
1488,231246.32980318548
1489,182188.87853493128
1490,224493.03837189043
1491,199421.73775059017
1492,90508.93404789914
1493,203052.61192175554
1494,292240.3423198582
1495,270206.89450558455
1496,223671.70690375465
1497,170617.69025912436
1498,167348.6049638418
1499,165104.71342606234
1500,160604.52232400086
1501,166912.05905138442
1502,156765.44635623274
1503,288124.5536200701
1504,245203.2711390774
1505,223466.16301501397
1506,196501.78024412412
1507,236177.40819373092
1508,193745.44871007642
1509,154691.31498265828
1510,134238.52779740703
1511,146361.9905157199
1512,171997.3793006044
1513,152372.2223346183
1514,141095.39188736817
1515,183466.71870109954
1516,149907.7565089818
1517,161244.7002009441
1518,131865.0049969707
1519,202687.52860278584
1520,125399.91747541657
1521,118893.56371144304
1522,178813.54720605104
1523,102580.733905125
1524,121266.13170628162
1525,107739.59055662961
1526,99512.16800388225
1527,100816.03140834527
1528,149415.1581979529
1529,137695.20944533654
1530,199176.5211185312
1531,119446.41110111841
1532,105967.69610394088
1533,161435.82705828577
1534,132479.76332034613
1535,147448.8707484818
1536,114661.28649675236
1537,57921.59144946308
1538,137658.15421707008
1539,196042.1295482153
1540,86024.35888494205
1541,135170.4666485401
1542,131959.30945966655
1543,167223.32333411177
1544,91550.50482773631
1545,108999.92489099887
1546,141870.6114349984
1547,133399.84205612686
1548,127932.27418096941
1549,115768.98198585589
1550,127522.39116239909
1551,124706.4725922934
1552,126995.93060424592
1553,133224.63083869178
1554,120989.29451506889
1555,151681.10326819113
1556,85805.50587269606
1557,86566.64160580427
1558,107456.47108823003
1559,72646.29355747064
1560,132963.91367462918
1561,115946.30340301283
1562,140180.27369325404
1563,117321.95876404176
1564,155308.34385824093
1565,135863.51073460502
1566,228399.02491796183
1567,79003.70979163644
1568,232904.33928577375
1569,122923.3799801733
1570,150280.37233645743
1571,116045.86795113196
1572,141873.16946067795
1573,224534.1883716392
1574,110330.02528084241
1575,215984.10721773232
1576,252656.29023860377
1577,179153.49810088598
1578,139467.08022438938
1579,128065.3229708512
1580,196331.43755852047
1581,159790.51753073
1582,128286.79737237605
1583,292470.7027592633
1584,219344.0339156424
1585,145223.6728426512
1586,70680.40546475427
1587,101619.7013954867
1588,144301.66397784586
1589,91617.71477611372
1590,139592.5581995783
1591,89604.15599029028
1592,120741.68970103344
1593,136305.4559920571
1594,129442.17825060518
1595,100321.91092691652
1596,199826.29522007777
1597,159068.79951886807
1598,198366.44327921286
1599,177025.42975361543
1600,174964.20867769717
1601,67029.2769359868
1602,118038.72186858415
1603,77084.84402014058
1604,251689.48448758788
1605,247541.79688761904
1606,168246.29346524834
1607,181651.99151656052
1608,228245.25548067247
1609,183782.50201129282
1610,149816.0418127468
1611,132007.10070447813
1612,169561.0675449404
1613,167714.8313981049
1614,139355.93888743845
1615,99017.39078041031
1616,82235.79726570382
1617,96357.53089550402
1618,121974.56111932099
1619,147896.4186844511
1620,149782.22404458682
1621,128374.96177258261
1622,154711.41210728683
1623,266744.52247979544
1624,204067.23457448476
1625,114860.22387052298
1626,173460.0357879332
1627,184444.0344323714
1628,282345.46844183846
1629,171239.02104134593
1630,305966.82914359955
1631,216228.6917103568
1632,215491.1695714485
1633,178642.0275319771
1634,183781.96524890934
1635,186099.82992008486
1636,160392.33712993423
1637,189462.51088202538
1638,192265.1866283543
1639,179363.01405110327
1640,261201.9365644465
1641,176575.38100049202
1642,240319.5780241633
1643,227260.56696199937
1644,233846.386283092
1645,243953.1835229986
1646,166693.89040542705
1647,163616.91416923693
1648,132147.9356574956
1649,149046.539916574
1650,108618.40389414264
1651,119971.15505297943
1652,110774.44269763636
1653,112388.16709440785
1654,143294.31245596777
1655,149217.17335204047
1656,141195.6705037858
1657,145777.98042274977
1658,145269.6611401502
1659,123451.80494888354
1660,147460.30528684112
1661,441821.2841785748
1662,353132.12399423006
1663,348600.95738820685
1664,478199.083426951
1665,291146.7075050654
1666,302828.752102525
1667,351049.742012252
1668,332663.1269899212
1669,299243.6770689371
1670,328547.4635940686
1671,251647.49011092493
1672,403944.6399340263
1673,290793.0186948368
1674,240802.62441421402
1675,184561.73290797166
1676,187820.17227347166
1677,200339.15120764743
1678,408652.0361968739
1679,348034.6586724683
1680,293195.0454130978
1681,230602.35040737866
1682,285890.13866789546
1683,177440.6887839964
1684,192796.65338764936
1685,186342.502759639
1686,176529.56208686612
1687,183682.21492025355
1688,198644.8719470637
1689,204572.52527038372
1690,215225.96894825494
1691,203688.77464663927
1692,276101.53729720507
1693,181480.58326457423
1694,184556.66711087522
1695,168211.31832033512
1696,276954.51805183856
1697,175803.2926614677
1698,327134.8140085835
1699,350675.1781153184
1700,237250.44753868366
1701,263287.34320591745
1702,244444.18185794482
1703,254100.64547968574
1704,275350.57454479835
1705,249865.5533340745
1706,366158.62912384636
1707,207177.51817975543
1708,200548.11773473345
1709,276096.3863062396
1710,220616.67896566426
1711,277272.0630875134
1712,258575.72982237584
1713,265161.5368999985
1714,218460.2854959684
1715,207316.41464786633
1716,180688.080611527
1717,186038.17152815856
1718,134668.86587734096
1719,203797.48252306887
1720,261959.7293314504
1721,173767.67888815107
1722,127712.70591327347
1723,160862.58331485506
1724,206023.2921544579
1725,233480.77570358833
1726,188249.49281476642
1727,146335.7556957005
1728,196462.4009817975
1729,161528.0261997976
1730,168081.85426988325
1731,130878.28277935207
1732,131715.76852661947
1733,111363.98570783476
1734,120562.9378617053
1735,147002.15139870028
1736,118587.46710066279
1737,314716.4414067718
1738,232108.38989009336
1739,259617.52622891808
1740,209945.94212945268
1741,186542.9296552475
1742,161465.70732779554
1743,178902.01597040077
